PID,Name of Project,Description,Sponsor-Full,Sponsor-Abb,System,WaterManagement,SoilNutrientandLandManagem,GeneticResources,EnergyManagement,OtherThematicAreas,org_type,ImplementingAgencies,Region,District,Community,Status,Year Approved,Year Completed,Link,CSA Technology,Contact Person,Contact Number,Commodity/Livestock,Beneficiaries,subcategory,Agro-ecological suitability of practices (e.g. drought-tolerant varieties),"If Yes, How?",Soil fertility management techniques suited to soil types ,"If Yes, How?.1",Climate forecasting and early warning systems,"If Yes, How?.2",Access to input and output markets ,"If Yes, How?.3",Financial capital/credit availability,"If Yes, How?.4","Rural infrastructure (roads, irrigation, electricity)","If Yes, How?.5",Education/training programs building farmer skills,"If Yes, How?.6",Community cooperative models for resources/labor sharing,"If Yes, How?.7"
P097,Engaging Local Communities in REDD+/ Enhancing Natural Forest –ELCIR+,"contribute to the increase of carbon stocks, and poverty reduction in the oﬀ reserve areas of the High Forest Zones, by engaging communities in land management approaches that generate direct financial and environmental benefits",World Bank and the InternationaI Finance Corporation,WB. IFC,"Forestry, agroforestry",Yes,Yes,No,No,,government,"Forestry Commission, Ministry of Lands and Natural Resources (FC, MLNR)",Brong Ahafo,,,,2014,2018,https://mlnrgfip.com/gfip-projects/,"Forestry, agroforestry",Mafalda DUARTE m.duarte@afdb.org,,,"12,000 direct benificiaries and 175,000 indirect ",,Yes,Land tenure,No,,No,,Yes,Provision of seeds and equipment,Yes,financial incentives through benefit-sharing agreements,No,,Yes,Capacity building,No,
P098,Community Forest Management Project (CFMP),"rehabilitate degraded forest reserves while increasing production of Agricultural, wood and non-wood forest products and strengthening the capacity of relevant institutions",,,Forestry,Yes,Yes,No,No,,government,Forestry Commission,Ashanti Region,,"Afram Headwaters and Asubima Forest Reserves, Yaya Forest Reserve, Worobong and Esuboni Forest Reserves, Tano
Suraw Forest Reserve",Completed,2003,2007,https://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/Ghana_-_Community_Forestry_Management_Project_-_Appraisal_Report.pdf,,,,,Smallholder farmers,,,,,,,,,,,,,,,,,
P098,Community Forest Management Project (CFMP),"rehabilitate degraded forest reserves while increasing production of Agricultural, wood and non-wood forest products and strengthening the capacity of relevant institutions",,,Forestry,Yes,Yes,No,No,,government,Forestry Commission,Brong Ahafo,,"Afram Headwaters and Asubima Forest Reserves, Yaya Forest Reserve, Worobong and Esuboni Forest Reserves, Tano
Suraw Forest Reserve",Completed,2003,2007,https://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/Ghana_-_Community_Forestry_Management_Project_-_Appraisal_Report.pdf,,,,,Smallholder farmers,,,,,,,,,,,,,,,,,
P098,Community Forest Management Project (CFMP),"rehabilitate degraded forest reserves while increasing production of Agricultural, wood and non-wood forest products and strengthening the capacity of relevant institutions",,,Forestry,Yes,Yes,No,No,,government,Forestry Commission,Western Region,,"Afram Headwaters and Asubima Forest Reserves, Yaya Forest Reserve, Worobong and Esuboni Forest Reserves, Tano
Suraw Forest Reserve",Completed,2003,2007,https://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/Ghana_-_Community_Forestry_Management_Project_-_Appraisal_Report.pdf,,,,,Smallholder farmers,,,,,,,,,,,,,,,,,
P098,Community Forest Management Project (CFMP),"rehabilitate degraded forest reserves while increasing production of Agricultural, wood and non-wood forest products and strengthening the capacity of relevant institutions",,,Forestry,Yes,Yes,No,No,,government,Forestry Commission,Eastern Region,,"Afram Headwaters and Asubima Forest Reserves, Yaya Forest Reserve, Worobong and Esuboni Forest Reserves, Tano
Suraw Forest Reserve",Completed,2003,2007,https://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/Ghana_-_Community_Forestry_Management_Project_-_Appraisal_Report.pdf,,,,,Smallholder farmers,,,,,,,,,,,,,,,,,
P099,Protecting Atewa forest,"In January 2020, A Rocha Ghana and other local non-governmental organisations launched a civil action against the Government, stating that plans to exploit Atewa range for bauxite violate their constitutional rights to life and dignity. This includes, they argue, the right to a clean and healthy environment and the right to have the environment protected for future generations.",,,Forestry,Yes,Yes,No,No,,ngo,"A Rocha Ghana, Client Earth",Eastern Region,,Atewa,Ongoing,2020,,"https://www.clientearth.org/latest/latest-updates/news/protecting-ghana-s-atewa-range-forest-reserve-from-bauxite-mining/#:~:text=As%20part%20of%20the%20effort,the%20forest%20range's%20protection%20status.",,,,,,,,,,,,,,,,,,,,,,
P100,Integrated Management of Invasive Aquatic Weeds Project,"The project is to control invasive aquatic weeds in the two rivers to optimize their contribution to social, economic and environmental development.",African Development Bank,AfDB,,Yes,Yes,No,No,,government,EPA,Volta Region,"North and South Tongu, Dangme East and West, Lower Manya,
Asougyaman and Jomoro districts.","Michel Camp, Angorsikope, Hikpo",,2007,2011,,,,,,,,,,,,,,,,,,,,,,,
P100,Integrated Management of Invasive Aquatic Weeds Project,"The project is to control invasive aquatic weeds in the two rivers to optimize their contribution to social, economic and environmental development.",African Development Bank,AfDB,,Yes,Yes,No,No,,government,EPA,Greater Accra,"North and South Tongu, Dangme East and West, Lower Manya,
Asougyaman and Jomoro districts.","Michel Camp, Angorsikope, Hikpo",,2007,2011,,,,,,,,,,,,,,,,,,,,,,,
P100,Integrated Management of Invasive Aquatic Weeds Project,"The project is to control invasive aquatic weeds in the two rivers to optimize their contribution to social, economic and environmental development.",African Development Bank,AfDB,,Yes,Yes,No,No,,government,EPA,Eastern Region,"North and South Tongu, Dangme East and West, Lower Manya,
Asougyaman and Jomoro districts.","Michel Camp, Angorsikope, Hikpo",,2007,2011,,,,,,,,,,,,,,,,,,,,,,,
P100,Integrated Management of Invasive Aquatic Weeds Project,"The project is to control invasive aquatic weeds in the two rivers to optimize their contribution to social, economic and environmental development.",African Development Bank,AfDB,,Yes,Yes,No,No,,government,EPA,Western Region,"North and South Tongu, Dangme East and West, Lower Manya,
Asougyaman and Jomoro districts.","Michel Camp, Angorsikope, Hikpo",,2007,2011,,,,,,,,,,,,,,,,,,,,,,,
P100,Integrated Management of Invasive Aquatic Weeds Project,"The project is to control invasive aquatic weeds in the two rivers to optimize their contribution to social, economic and environmental development.",African Development Bank,AfDB,,Yes,Yes,No,No,,government,EPA,Northern Region,"North and South Tongu, Dangme East and West, Lower Manya,
Asougyaman and Jomoro districts.","Michel Camp, Angorsikope, Hikpo",,2007,2011,,,,,,,,,,,,,,,,,,,,,,,
P101,Ghana Sustainable Land and Water Management Project,"Project Development Objective is to (a) demonstrate improved sustainable land and water management practices
aimed atreducinglanddegradation and enhancing maintenance of biodiversity in selected micro-watersheds, and (b)
strengthen spatial planningforidentification of linked watershed investments in the Northern Savannah region of
Ghana.",,,"Crop Proction, Fishing and Forestry",Yes,Yes,No,No,"Yes-Private Sector Development, Urban and Rural Development, Environment and Natural Resource Management",government,EPA,Northern Region,"Mamprugu-Moaduri and West Mamprusi in North East, West Gonja in Savannah, Sawla-Tuna-Kalba in the Northern Region, Talensi, Bawku West, Builsa South and Kassena-Nankana West in Upper East and Wa East, Daffiama-Bussie-Issa, Sissala East and Sissala West in Upper West",,Completed,2010,2020,https://documents1.worldbank.org/curated/en/320281638846629890/pdf/Ghana-Sustainable-Land-and-Water-Management-Project.pdf,,,,,Smallholder farmers,,,,,,,,,,,,,,,,,
P101,Ghana Sustainable Land and Water Management Project,"Project Development Objective is to (a) demonstrate improved sustainable land and water management practices
aimed atreducinglanddegradation and enhancing maintenance of biodiversity in selected micro-watersheds, and (b)
strengthen spatial planningforidentification of linked watershed investments in the Northern Savannah region of
Ghana.",,,"Crop Proction, Fishing and Forestry",Yes,Yes,No,No,"Yes-Private Sector Development, Urban and Rural Development, Environment and Natural Resource Management",government,EPA,Upper West Region,"Mamprugu-Moaduri and West Mamprusi in North East, West Gonja in Savannah, Sawla-Tuna-Kalba in the Northern Region, Talensi, Bawku West, Builsa South and Kassena-Nankana West in Upper East and Wa East, Daffiama-Bussie-Issa, Sissala East and Sissala West in Upper West",,Completed,2010,2020,https://documents1.worldbank.org/curated/en/320281638846629890/pdf/Ghana-Sustainable-Land-and-Water-Management-Project.pdf,,,,,Smallholder farmers,,,,,,,,,,,,,,,,,
P101,Ghana Sustainable Land and Water Management Project,"Project Development Objective is to (a) demonstrate improved sustainable land and water management practices
aimed atreducinglanddegradation and enhancing maintenance of biodiversity in selected micro-watersheds, and (b)
strengthen spatial planningforidentification of linked watershed investments in the Northern Savannah region of
Ghana.",,,"Crop Proction, Fishing and Forestry",Yes,Yes,No,No,"Yes-Private Sector Development, Urban and Rural Development, Environment and Natural Resource Management",government,EPA,Upper East Region,"Mamprugu-Moaduri and West Mamprusi in North East, West Gonja in Savannah, Sawla-Tuna-Kalba in the Northern Region, Talensi, Bawku West, Builsa South and Kassena-Nankana West in Upper East and Wa East, Daffiama-Bussie-Issa, Sissala East and Sissala West in Upper West",,Completed,2010,2020,https://documents1.worldbank.org/curated/en/320281638846629890/pdf/Ghana-Sustainable-Land-and-Water-Management-Project.pdf,,,,,Smallholder farmers,,,,,,,,,,,,,,,,,
P101,Ghana Sustainable Land and Water Management Project,"Project Development Objective is to (a) demonstrate improved sustainable land and water management practices
aimed atreducinglanddegradation and enhancing maintenance of biodiversity in selected micro-watersheds, and (b)
strengthen spatial planningforidentification of linked watershed investments in the Northern Savannah region of
Ghana.",,,"Crop Proction, Fishing and Forestry",Yes,Yes,No,No,"Yes-Private Sector Development, Urban and Rural Development, Environment and Natural Resource Management",government,EPA,Savannah Region,"Mamprugu-Moaduri and West Mamprusi in North East, West Gonja in Savannah, Sawla-Tuna-Kalba in the Northern Region, Talensi, Bawku West, Builsa South and Kassena-Nankana West in Upper East and Wa East, Daffiama-Bussie-Issa, Sissala East and Sissala West in Upper West",,Completed,2010,2020,https://documents1.worldbank.org/curated/en/320281638846629890/pdf/Ghana-Sustainable-Land-and-Water-Management-Project.pdf,,,,,Smallholder farmers,,,,,,,,,,,,,,,,,
P102,Ghana Environmental Management Project (GEMP),to strengthen Ghanaian institutions and rural communities to enable them to reverse land degradation and desertification in the three northern regions of Ghana and to adopt sustainable land and water management systems that improve food security and reduce poverty,,,,,,,,,government,EPA,Northern Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P102,Ghana Environmental Management Project (GEMP),to strengthen Ghanaian institutions and rural communities to enable them to reverse land degradation and desertification in the three northern regions of Ghana and to adopt sustainable land and water management systems that improve food security and reduce poverty,,,,,,,,,government,EPA,Upper West Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P102,Ghana Environmental Management Project (GEMP),to strengthen Ghanaian institutions and rural communities to enable them to reverse land degradation and desertification in the three northern regions of Ghana and to adopt sustainable land and water management systems that improve food security and reduce poverty,,,,,,,,,government,EPA,Upper East Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P103,Integrated Drylands Development Programme (IDDP),"The main goal was to mainstream drylands development issues in national, district and local plans as a means of implementing the National Action Programme to Combat Desertification and Drought, the 2006-2009 Growth and Poverty Reduction Strategy, and the 2010-2013 Ghana Shared Growth and Development Agenda, as well as the Millennium Development Goals",,,Crop Production ,Yes,Yes,No,No,,government,EPA,Northern Region,"Lawra and Jirapa-Lambussie, Bawku West and Garu-Tempane, West Mamprusi and
Savelugu-Nanton",,,2006,,http://www.epa.gov.gh/epa/sites/default/files/downloads/publications/2010%20Annual%20Report.pdf,,,,,,,,,,,,,,,,,,,,,,
P103,Integrated Drylands Development Programme (IDDP),"The main goal was to mainstream drylands development issues in national, district and local plans as a means of implementing the National Action Programme to Combat Desertification and Drought, the 2006-2009 Growth and Poverty Reduction Strategy, and the 2010-2013 Ghana Shared Growth and Development Agenda, as well as the Millennium Development Goals",,,Crop Production ,Yes,Yes,No,No,,government,EPA,Upper West Region,"Lawra and Jirapa-Lambussie, Bawku West and Garu-Tempane, West Mamprusi and
Savelugu-Nanton",,,2006,,http://www.epa.gov.gh/epa/sites/default/files/downloads/publications/2010%20Annual%20Report.pdf,,,,,,,,,,,,,,,,,,,,,,
P103,Integrated Drylands Development Programme (IDDP),"The main goal was to mainstream drylands development issues in national, district and local plans as a means of implementing the National Action Programme to Combat Desertification and Drought, the 2006-2009 Growth and Poverty Reduction Strategy, and the 2010-2013 Ghana Shared Growth and Development Agenda, as well as the Millennium Development Goals",,,Crop Production ,Yes,Yes,No,No,,government,EPA,Upper East Region,"Lawra and Jirapa-Lambussie, Bawku West and Garu-Tempane, West Mamprusi and
Savelugu-Nanton",,,2006,,http://www.epa.gov.gh/epa/sites/default/files/downloads/publications/2010%20Annual%20Report.pdf,,,,,,,,,,,,,,,,,,,,,,
P104,Ghana Strategic Investment Framework for Sustainable Land Management,programme to address land degradation and promote sustainable land management consistent with the new approach for development assistance in Ghana.,,,Land management,No,Yes,No,No,,government,EPA,,,,Ongoing,2011,2025,http://www.epa.gov.gh/epa/sites/default/files/downloads/publications/2010%20Annual%20Report.pdf,,,,,,,,,,,,,,,,,,,,,,
P105,Man and Biosphere Programme (MAB),"MAB seeks to set a scientific basis for the improvement of the relationships between people and their environment. Programme activities focus on specific ecosystems, interdisciplinary and cross-sectoral collaboration, research and capacity–building, which are implemented through national committees."," United Nations Educational, Scientific and Cultural Organization",UNESCO,natural sciences,Yes,Yes,No,No,,government,UNESCO,Greater Accra,"Juabeso-Bia district, Ada East District","Bia Biosphere Reserve, Songor Ramsar site, lake bosomtwe",,1971,,https://www.unesco.org/en/mab,"soil fertility management, plant/seed diverstification",,,,,farming system,No,,No,,No,,No,,No,,No,,No,,No,
P105,Man and Biosphere Programme (MAB),"MAB seeks to set a scientific basis for the improvement of the relationships between people and their environment. Programme activities focus on specific ecosystems, interdisciplinary and cross-sectoral collaboration, research and capacity–building, which are implemented through national committees."," United Nations Educational, Scientific and Cultural Organization",UNESCO,natural sciences,Yes,Yes,No,No,,government,UNESCO,Western Region,"Juabeso-Bia district, Ada East District","Bia Biosphere Reserve, Songor Ramsar site, lake bosomtwe",,1971,,https://www.unesco.org/en/mab,"soil fertility management, plant/seed diverstification",,,,,farming system,No,,No,,No,,No,,No,,No,,No,,No,
P106,Afram Plains District Agricultural Development Project (APDADP),The objective is to develop an environmental and social impact assessment for the project. On water quality analysis the objective is to obtain data on the quality of the water bodies within the Afram Plains Project area to assess the potential risk of project activities.,,,"Crop Production, Aquaculture, Fishery",Yes,Yes,No,No,,government,Ministry of Food and Agriculture,Eastern Region,Afram Plains District,"Afram plains, Donkorkrom, Forifori, Koforidua",Completed,2006,2012,https://projectsportal.afdb.org/dataportal/VProject/show/P-GH-AA0-015,,,t.karikari@afdb.org,"maize, cashew, yams and cassava",Smallholder farmers,,,,,,,,,,,,,,,,,
P107,Ghana Agro Development Project,"To develop better fertilizer and production technologies, transfer these improved technologies to smallholder farmers, and connect these farmers to efficient and profitable markets.",,,Fertilizer,No,Yes,No,No,,ngo,,,,,Completed,2008,2012,https://ifdc.org/2013/07/11/ghana-agro-dealer-development-gadd-project/,,,"P.O. Box 2040
Muscle Shoals, Alabama 35662 U.S.A.
Tel: +1 (256) 381-6600 | Fax: +1 (256) 381-7408",,Smallholder farmers,,,,,,,,,,,,,,,,,
P108,Community Based Rural Development Project (CBRDP),"The project development objective is to strengthen the capacity of rural communities to enhance their quality of life by improving their productive assets, rural infrastructure, and access to key support services from private and public sources.",,,,No,No,No,No,Rural Development (financing),government,Ministry of Local Government & Rural Development,,,,Completed,2004,2009,World Bank Document,,,,,Community,,,,,,,,,,,,,,,,,
P109,Management of Invasive Aquatic Weeds,"The project's objectives were to assist the Ghana NWHCC in creating awareness of the problem and preventing the spread of aquatic weeds to unaffected areas, and to coordinate aquatic weed management and research activities in Ghana.",,,Aquaculture,Yes,Yes,No,No,,government,EPA,Eastern Region,Lower Manya Krobo,Kpong,Completed,1994,1997,INTEGRATED CONTROL OF AQUATIC WEEDS (fao.org),,,,,,,,,,,,,,,,,,,,,,
P110,SWITCH Africa Green Pr ogramme,"The Switch Africa Green Project seeks to support Ghana, among five other African 
countries, to attain sustainable development by engaging in transition towards inclusive 
green economy. economy.",,,,Yes,Yes,No,Yes,,government,"UNEP, EPA",,,,Completed,2015,2018,https://www.reeep.org/switch-africa-green,,Erin Stewart,,,,,,,,,,,,,,,,,,,,
P111,Ecosystem Based Approach to an Integrated Marine and Coastal Environment Management in Ghana," The project in Ghana involves analyzing and allocating space for economic activities, ecosystem services and conservation values in Ghana’s maritime area, to achieve the economic objectives set by the Republic of Ghana’s medium term economic policy.",,,Environment management,No,No,No,No,Marine and Coastal Environment,government,EPA,Western Region,"Ahanta West, Nzema East, Jomoro Municipalities and Ellembelle District ",,,2019,,https://mamiwataproject.org/2019/01/30/eimcem-inception-workshop-ghana/,,,,,,,,,,,,,,,,,,,,,,
P112,Biodiversity Conservation and Local Community Development,"The development objective of the Northern Savanna Biodiversity Conservation Project is to improve the livelihood and health of communities in the northern savanna zone of Ghana, and the environment through the conservation and sustainable use of natural resources including medicinal plants.",,,,No,Yes,No,No,,government,"EPA, MINISTRY OF LANDS, FORESTRY AND MINES",NS,,,Completed,2002,2008,https://documents1.worldbank.org/curated/en/287781468751143394/text/multi0page.txt,,"Mr. James Amissah, NRMP Program Administrator","Tel: (233) (021) 687314, 687 336, 666 801        Fax: 233 (021) 666 801           Email:
jamissah(mlf-gh.com",,Community,,,,,,,,,,,,,,,,,
P113,Biosphere Reserves and Ecosystem Services Integration for Sustainable Development in Ghana (BRESIG),The Convention on Biological Diversity (CBD) promotes collaboration for attaining three important global objectives: (i) conservation of biodiversity; (ii) sustainable use of its components; and (iii) equitable sharing of benefits arising out of the access and utilization of genetic resources and transfer of relevant technologies. ,,,,No,Yes,No,No,,government,"EPA, UNESCO",,,,,,,Ghana takes steps to conserve biosphere reserves - Graphic Online,,,,,,,,,,,,,,,,,,,,,,
P114,FOREST INVESTMENT PROGRAMME (FIP)- ENHANCING NATURAL FORESTS AND AGROFOREST LANDSCAPES,"The Ghana FIP has four components: 1) Policy Reforms and Institutional Strengthening; 2) Pilot Investments for Improved Forest and Landscape Management with Communities; 3) Innovation, Capacity Building; and Communications; and 4) Project Management, Monitoring and Coordination.",,,,No,Yes,No,No,,ngo,,,,,,,,https://documents1.worldbank.org/curated/en/190901548166188566/pdf/PMP-GFIP-AF-Revised-160119-Clean.pdf,,,,,Community,,,,,,,,,,,,,,,,,
P115,Developing Improved Infrastructure and Technology for Rice Production in Africa (DIITRPA),"The study was designed to explore ways to increase rice production in accordance with diverse forms of rice 
ecosystems in Africa, especially to improve farmland and facilities and develop farmersí cultivation skills 
in rain-fed lowland areas, by improving methods for rice field construction and cultivation management, 
introducing appropriate cultivars, and providing seeds as well as equipment and materials","Rural Development Bureau, Ministry of Agriculture, Forestry

and Fishery  Japan",MAFF,Crop Production,No,Yes,No,No,,government,MOFA,Ashanti Region,,,,2008,2011,,"Soil and water management, seed diverstification, irrigation",,,,,Farming System,Yes,Rain-fed Lowland rice variety,No,,No,,No,,No,,No,,Yes,Manuals,No,
P116,Resilient Landscapes for Sustainable Livelihoods (FAO/TCP),"We are working with local communities and national and international partners to support and where necessary improve local livelihoods, and food and nutrition security while conserving and enhancing biodiversity and responding to the climate crisis.",,,Crop Production,No,Yes,No,No,,ngo,,,,,,,,i8324en.pdf (fao.org),,,,,,,,,,,,,,,,,,,,,,
P117,Transition Towards Climate Smart Agriculture Food Systems (FAO/TCP)),"The overall goal of the Action Plan is to facilitate and operationalize the NCCP for effective 
integration of Climate Change into Food and Agriculture sector development policies and 
programmes.",,,,,,,,,government," MoFA, MESTI, NDPC",,,,,2016,2020,gha169288.pdf (fao.org),,,"CCAFS Coordination Unit – Faculty of Science, Department of Plant and Environmental Sciences, University of Copenhagen, Rolighedsvej 21, DK-1958 Frederiksberg C, Denmark. Tel: +45 35331046; Email: ccafs@cgiar.or",,,Farming System,,,,,,,,,,,,,,,,
P118,Adaptation of Agro-Ecosystems to Climate Change,"In the savannah and transitional region of Ghana, pilot measures help to define agricultural sector policy and national support measures for the adaptation of land use systems to climate change.",,,land management,Yes,Yes,No,No,,government,MoFA,Brong Ahafo,,,Completed,2012,2017,Adaptation of Agro-Ecosystems to Climate Change - giz.de,,Dr. Ernst Mill (MoFA,"Dr. Ernst Mill c/o Ministry of Food and Agriculture P.O.Box TL 2644 Tamale, Northern Region, Ghana T +233 (0) 3720 25677 M +233 (0) 244 331972 E Ernst.Mill@giz.d        Deutsche Gesellschaft für
Internat. Zusammenarbeit (GIZ) GmbH
P.O. Box KA 9698
No.7 Volta Street
Airport Residential Area, 
Accra – Ghana",,Smallholder framers,,,,,,,,,,,,,,,,,
P118,Adaptation of Agro-Ecosystems to Climate Change,"In the savannah and transitional region of Ghana, pilot measures help to define agricultural sector policy and national support measures for the adaptation of land use systems to climate change.",,,land management,Yes,Yes,No,No,,government,MoFA,Northern Region,,,Completed,2012,2017,Adaptation of Agro-Ecosystems to Climate Change - giz.de,,Dr. Ernst Mill (MoFA,"Dr. Ernst Mill c/o Ministry of Food and Agriculture P.O.Box TL 2644 Tamale, Northern Region, Ghana T +233 (0) 3720 25677 M +233 (0) 244 331972 E Ernst.Mill@giz.d        Deutsche Gesellschaft für
Internat. Zusammenarbeit (GIZ) GmbH
P.O. Box KA 9698
No.7 Volta Street
Airport Residential Area, 
Accra – Ghana",,Smallholder framers,,,,,,,,,,,,,,,,,
P119,Sustainable Land and Water Management Project, The objective of the project is to enhance resilient agricultural systems through crop diversification and food value chain upgrading to include postharvest management activities.,Global Environmental Facility,GEF,land and water management,Yes,Yes,No,No,,government,world bank,Upper West Region,"Sissala West 
District, Daffiama Bussie 
Issa District, Talensi District, Kassena Nankana 
West District, Mamprugu 
Moaduri District, Builsa South 
District",,Completed,2010,2016,World Bank Document,,"
Aby Toure","Tel : (202) 473-8302
akonate@worldbank.org",,,Fertilizer,,,,,,,,,,,,,,,,
P119,Sustainable Land and Water Management Project, The objective of the project is to enhance resilient agricultural systems through crop diversification and food value chain upgrading to include postharvest management activities.,Global Environmental Facility,GEF,land and water management,Yes,Yes,No,No,,government,world bank,Northern Region,"Sissala West 
District, Daffiama Bussie 
Issa District, Talensi District, Kassena Nankana 
West District, Mamprugu 
Moaduri District, Builsa South 
District",,Completed,2010,2016,World Bank Document,,"
Aby Toure","Tel : (202) 473-8302
akonate@worldbank.org",,,Fertilizer,,,,,,,,,,,,,,,,
P120,Integrated climate risk management,"This document aims to serve as a roadmap – providing an overview and strategic guidance, identifying key tasks and milestones, and mapping out critical processes to describe both approach and application of Integrated Disaster Risk Management (IDRM4) in a specific context.",,,,,,,,,government,"Public-Private Partnership programme 
“develoPPP.de”",,,,Completed,2018,2012,Roadmap_ICRM Ghana_Flood risk management & transfer.pdf (indexinsuranceforum.org),,,,,,Farming System,,,,,,,,,,,,,,,,
P121,Resilient landscape for sustainable livelihoods,"The objective of the Project is to improve climate resilience, land productivity and carbon storage and increase access 
to diversified livelihood activities in selected rural watersheds.",nited Nation Development Agency,UNDP,Crop Production,Yes,Yes,No,No,,government,UNEP,Northern Region,"e Bunkpurugu Yonyoo and Mamprusi 
East Districts of the Northern Region; ii) the Garu Tempane and Binduri Districts of 
the Upper East Region; and iii) the Lawra, Lambussie, Jirapa and Wa West Districts 
of the Upper West Region.",,Ongoing,2018,2024,https://www.greenclimate.fund/sites/default/files/document/17510-climate-resilient-landscapes-sustainable-livelihoods-northern-ghana.pdf,"Productivity, adaptation","Mr. Frimpong Kwateng-Amaning, Director of the Real Sector, Ministry of Finance of the Republic of Ghana. ",Email: FkwatengAmaning@mofep.gov.gh; frika@hotmail.com,"maize, cassava and yam",small holder farmers                                                                                                                                                               ,,Yes,Promoting sustainable land management and good agricultural practices,,,,,,,,,,,Yes,Building the capacity of government and communities to continue embedding CCA and DRR considerations into their plans and actions,,
P121,Resilient landscape for sustainable livelihoods,"The objective of the Project is to improve climate resilience, land productivity and carbon storage and increase access 
to diversified livelihood activities in selected rural watersheds.",nited Nation Development Agency,UNDP,Crop Production,Yes,Yes,No,No,,government,UNEP,Upper East Region,"e Bunkpurugu Yonyoo and Mamprusi 
East Districts of the Northern Region; ii) the Garu Tempane and Binduri Districts of 
the Upper East Region; and iii) the Lawra, Lambussie, Jirapa and Wa West Districts 
of the Upper West Region.",,Ongoing,2018,2024,https://www.greenclimate.fund/sites/default/files/document/17510-climate-resilient-landscapes-sustainable-livelihoods-northern-ghana.pdf,"Productivity, adaptation","Mr. Frimpong Kwateng-Amaning, Director of the Real Sector, Ministry of Finance of the Republic of Ghana. ",Email: FkwatengAmaning@mofep.gov.gh; frika@hotmail.com,"maize, cassava and yam",small holder farmers                                                                                                                                                               ,,Yes,Promoting sustainable land management and good agricultural practices,,,,,,,,,,,Yes,Building the capacity of government and communities to continue embedding CCA and DRR considerations into their plans and actions,,
P121,Resilient landscape for sustainable livelihoods,"The objective of the Project is to improve climate resilience, land productivity and carbon storage and increase access 
to diversified livelihood activities in selected rural watersheds.",nited Nation Development Agency,UNDP,Crop Production,Yes,Yes,No,No,,government,UNEP,Upper West Region,"e Bunkpurugu Yonyoo and Mamprusi 
East Districts of the Northern Region; ii) the Garu Tempane and Binduri Districts of 
the Upper East Region; and iii) the Lawra, Lambussie, Jirapa and Wa West Districts 
of the Upper West Region.",,Ongoing,2018,2024,https://www.greenclimate.fund/sites/default/files/document/17510-climate-resilient-landscapes-sustainable-livelihoods-northern-ghana.pdf,"Productivity, adaptation","Mr. Frimpong Kwateng-Amaning, Director of the Real Sector, Ministry of Finance of the Republic of Ghana. ",Email: FkwatengAmaning@mofep.gov.gh; frika@hotmail.com,"maize, cassava and yam",small holder farmers                                                                                                                                                               ,,Yes,Promoting sustainable land management and good agricultural practices,,,,,,,,,,,Yes,Building the capacity of government and communities to continue embedding CCA and DRR considerations into their plans and actions,,
P122,Conservation Agriculture,"Install three learning centres and train 1,500 farmers in conservation agriculture in two years",,,,,,,,,government,FAO,,,,,,,,,,,,,Farming System,,,,,,,,,,,,,,,,
P123,Promoting Climate Smart Agriculture in West Africa,"Institutional Capacity Development for Research and 
Development, development and promotion of Climate-resilient cropping systems, adaptation of 
livestock production systems, support to water conservation and irrigation systems, prioritization
of the Action Areas by Stakeholders.",,,,Yes,No,,,,government,UEMOA’s West African Development Bank (BOAD),Upper West Region,,,,2016,2020,https://pubdocs.worldbank.org/en/563381539189534697/1431-PCN-FA-BOAD-ARAA-CLEAN-REVIEW-AOUT-2016.pdf,,Ms Fatoumata T. SANGARE,: +228 22 23 27 96/ ftoure@boad.org,,,,,,,,,,,,,,,,,,,
P123,Promoting Climate Smart Agriculture in West Africa,"Institutional Capacity Development for Research and 
Development, development and promotion of Climate-resilient cropping systems, adaptation of 
livestock production systems, support to water conservation and irrigation systems, prioritization
of the Action Areas by Stakeholders.",,,,Yes,No,,,,government,UEMOA’s West African Development Bank (BOAD),Upper East Region,,,,2016,2020,https://pubdocs.worldbank.org/en/563381539189534697/1431-PCN-FA-BOAD-ARAA-CLEAN-REVIEW-AOUT-2016.pdf,,Ms Fatoumata T. SANGARE,: +228 22 23 27 96/ ftoure@boad.org,,,,,,,,,,,,,,,,,,,
P123,Promoting Climate Smart Agriculture in West Africa,"Institutional Capacity Development for Research and 
Development, development and promotion of Climate-resilient cropping systems, adaptation of 
livestock production systems, support to water conservation and irrigation systems, prioritization
of the Action Areas by Stakeholders.",,,,Yes,No,,,,government,UEMOA’s West African Development Bank (BOAD),Northern Region,,,,2016,2020,https://pubdocs.worldbank.org/en/563381539189534697/1431-PCN-FA-BOAD-ARAA-CLEAN-REVIEW-AOUT-2016.pdf,,Ms Fatoumata T. SANGARE,: +228 22 23 27 96/ ftoure@boad.org,,,,,,,,,,,,,,,,,,,
